specimen,interface,gene,mean_bulge,mean_dent,lfc,p_geomnull,null_sd
PUPA-72h_cellbin,CNS primordium,mt:ATPase6,4.150888,4.236738,-0.08585024,,
PUPA-72h_cellbin,CNS primordium,COX5B,0.6042765,0.6985009,-0.09422439,,
PUPA-72h_cellbin,CNS primordium,28SrRNA-Psi:CR45851,0.29634568,0.3940323,-0.09768662,,
PUPA-72h_cellbin,CNS primordium,mt:ND3,0.45829144,0.55754626,-0.09925482,,
PUPA-72h_cellbin,CNS primordium,COX7C,0.8894623,0.99717665,-0.107714355,,
PUPA-72h_cellbin,CNS primordium,mt:CoI,3.7359633,3.8472078,-0.11124444,,
PUPA-72h_cellbin,CNS primordium,UQCR-6.4,0.6444746,0.7561777,-0.1117031,,
PUPA-72h_cellbin,CNS primordium,His4r,1.1895819,1.3057417,-0.1161598,,
PUPA-72h_cellbin,CNS primordium,betaTub56D,0.34013945,0.45631662,-0.11617717,,
PUPA-72h_cellbin,CNS primordium,cype,0.82387847,0.9446757,-0.12079722,,
PUPA-72h_cellbin,CNS primordium,28SrRNA-Psi:CR45862,0.7002289,0.8459681,-0.1457392,,
PUPA-72h_cellbin,CNS primordium,mt:Cyt-b,2.6425362,2.7913947,-0.14885855,,
PUPA-72h_cellbin,CNS primordium,alphaTub84B,0.9213839,1.071688,-0.15030414,,
PUPA-72h_cellbin,CNS primordium,14-3-3zeta,0.44860816,0.62397754,-0.17536938,,
PUPA-72h_cellbin,CNS primordium,mt:ND1,1.069492,1.2487358,-0.1792438,,
PUPA-72h_cellbin,CNS primordium,Hsp67Bc,0.36390153,0.54540616,-0.18150464,,
PUPA-72h_cellbin,CNS primordium,CG13065,0.5500387,0.7398404,-0.1898017,,
PUPA-72h_cellbin,CNS primordium,pre-rRNA:CR45847,1.3464649,1.5368719,-0.19040704,,
PUPA-72h_cellbin,CNS primordium,Obp99a,0.27918217,0.47378626,-0.1946041,,
PUPA-72h_cellbin,CNS primordium,pros,0.20143035,0.4019584,-0.20052806,,
PUPA-72h_cellbin,CNS primordium,CG14989,0.40474248,0.6235716,-0.2188291,,
PUPA-72h_cellbin,CNS primordium,28SrRNA-Psi:CR45859,0.8333079,1.0523373,-0.21902937,,
PUPA-72h_cellbin,CNS primordium,mt:ND4,1.273914,1.4951012,-0.22118723,,
PUPA-72h_cellbin,CNS primordium,mt:CoIII,2.9458992,3.1704047,-0.22450542,,
PUPA-72h_cellbin,CNS primordium,28SrRNA-Psi:CR40596,0.84979653,1.074376,-0.22457945,,
PUPA-72h_cellbin,CNS primordium,mt:ND5,0.54965514,0.77677596,-0.22712082,,
PUPA-72h_cellbin,CNS primordium,mt:lrRNA,3.7397692,3.9741583,-0.23438907,,
PUPA-72h_cellbin,CNS primordium,mt:ND6,0.53879523,0.7839283,-0.24513304,,
PUPA-72h_cellbin,CNS primordium,lncRNA:CR40469,3.1407833,3.423958,-0.28317475,0.7810945273631841,0.06349964006844683
PUPA-72h_cellbin,CNS primordium,CG7214,2.1214836,2.428594,-0.30711055,0.7064676616915423,0.04538976114110258
PUPA-72h_cellbin,CNS primordium,18SrRNA-Psi:CR41602,1.1449542,1.4733676,-0.32841337,0.900497512437811,0.03469738024255247
PUPA-72h_cellbin,CNS primordium,lncRNA:CR34335,2.9664636,3.307499,-0.34103537,0.7512437810945274,0.06573908029665479
PUPA-72h_cellbin,CNS primordium,pre-rRNA:CR45856,2.4172945,2.9751377,-0.5578432,0.6517412935323383,0.05641618165950787
PUPA-72h_cellbin,CNS primordium,lncRNA:noe,2.373536,3.0749762,-0.7014401,0.15920398009950248,0.06318551675590879
PUPA-72h_cellbin,midgut primordium,CG9568,1.1975591,0.678387,0.51917213,0.01990049751243781,0.21239378384957708
PUPA-72h_cellbin,midgut primordium,eEF1alpha1,1.7620184,1.3451471,0.4168713,0.004975124378109453,0.05712708191925347
PUPA-72h_cellbin,midgut primordium,lncRNA:CR40469,2.6358137,2.275868,0.35994577,0.0945273631840796,0.1185677422421441
PUPA-72h_cellbin,midgut primordium,RpLP2,2.1893866,1.8300239,0.35936272,0.014925373134328358,0.1023862598118775
PUPA-72h_cellbin,midgut primordium,RpL36,1.2202984,0.88310045,0.33719796,0.009950248756218905,0.06759627804030488
PUPA-72h_cellbin,midgut primordium,lncRNA:CR34335,2.2862153,1.9497077,0.33650756,0.0845771144278607,0.12268895244947012
PUPA-72h_cellbin,midgut primordium,pre-rRNA:CR45856,1.8545336,1.5404509,0.31408262,,
PUPA-72h_cellbin,midgut primordium,RpS25,1.589402,1.2816576,0.30774438,,
PUPA-72h_cellbin,midgut primordium,RpL39,2.233993,1.9414062,0.2925868,,
PUPA-72h_cellbin,midgut primordium,RpL12,1.0718842,0.804822,0.26706213,,
PUPA-72h_cellbin,midgut primordium,pre-rRNA:CR45847,1.0866127,0.82876337,0.25784934,,
PUPA-72h_cellbin,midgut primordium,DptA,2.8307793,2.5786486,0.25213075,,
PUPA-72h_cellbin,midgut primordium,Act5C,0.934145,0.6872507,0.2468943,,
PUPA-72h_cellbin,midgut primordium,RpS12,0.96761644,0.7261582,0.24145824,,
PUPA-72h_cellbin,midgut primordium,CG31343,0.35243517,0.11183379,0.24060139,,
PUPA-72h_cellbin,midgut primordium,RpLP1,1.3494259,1.1101935,0.23923242,,
PUPA-72h_cellbin,midgut primordium,RpS19a,0.95745254,0.7185435,0.238909,,
PUPA-72h_cellbin,midgut primordium,RpL18A,0.9585643,0.72704303,0.23152125,,
PUPA-72h_cellbin,midgut primordium,RpL27A,1.104897,0.8740519,0.2308451,,
PUPA-72h_cellbin,midgut primordium,MtnA,0.8927393,0.6638386,0.22890067,,
PUPA-72h_cellbin,midgut primordium,RpS28b,1.0603229,0.8315527,0.2287702,,
PUPA-72h_cellbin,midgut primordium,RpS9,0.93254036,0.7128868,0.21965355,,
PUPA-72h_cellbin,midgut primordium,Thor,0.50819564,0.29262242,0.21557322,,
PUPA-72h_cellbin,midgut primordium,RpL36A,0.8236042,0.60817677,0.21542746,,
PUPA-72h_cellbin,midgut primordium,RpL23,1.2500976,1.0349984,0.21509922,,
PUPA-72h_cellbin,midgut primordium,TwdlT,1.1774781,0.96341765,0.21406043,,
PUPA-72h_cellbin,midgut primordium,RpL9,1.0238311,0.8121635,0.21166766,,
PUPA-72h_cellbin,midgut primordium,CG44008,0.5154805,0.3057617,0.20971882,,
PUPA-72h_cellbin,midgut primordium,RpL8,0.6789191,0.47289392,0.20602515,,
PUPA-72h_cellbin,midgut primordium,RpS26,1.0025973,0.79678816,0.20580918,,
PUPA-72h_cellbin,midgut primordium,18SrRNA-Psi:CR41602,0.92384666,0.7198534,0.20399326,,
PUPA-72h_cellbin,midgut primordium,RpS5a,0.8079311,0.6069989,0.2009322,,
PUPA-72h_cellbin,midgut primordium,RpL31,1.0056342,0.8099613,0.19567287,,
PUPA-72h_cellbin,midgut primordium,RpL37a,1.0246869,0.8305511,0.19413584,,
PUPA-72h_cellbin,midgut primordium,RpL38,1.155608,0.961635,0.19397306,,
PUPA-72h_cellbin,midgut primordium,RpS20,0.8216504,0.62816316,0.19348723,,
PUPA-72h_cellbin,midgut primordium,CG5011,0.34248444,0.15089001,0.19159444,,
PUPA-72h_cellbin,midgut primordium,RpL10,0.94141275,0.7502796,0.19113314,,
PUPA-72h_cellbin,midgut primordium,RpS2,0.74630153,0.5551749,0.19112664,,
PUPA-72h_cellbin,midgut primordium,RpS27,0.99499375,0.804713,0.19028074,,
PUPA-72h_cellbin,midgut primordium,Fer1HCH,0.6606477,0.47077218,0.18987551,,
PUPA-72h_cellbin,midgut primordium,Oda,0.77925277,0.59078974,0.18846303,,
PUPA-72h_cellbin,midgut primordium,Galt,0.36614212,0.17882316,0.18731897,,
PUPA-72h_cellbin,midgut primordium,sta,1.0019214,0.81507814,0.18684328,,
PUPA-72h_cellbin,midgut primordium,RpL17,0.7387879,0.5521938,0.18659407,,
PUPA-72h_cellbin,midgut primordium,Obp99c,1.0218172,0.8372699,0.1845473,,
PUPA-72h_cellbin,midgut primordium,mt:CoII,3.5945113,3.4108236,0.18368769,,
PUPA-72h_cellbin,midgut primordium,RpL41,2.1902204,2.0068357,0.18338466,,
PUPA-72h_cellbin,midgut primordium,Ssk,0.32121792,0.14259186,0.17862606,,
PUPA-72h_cellbin,midgut primordium,28SrRNA-Psi:CR40596,0.89805573,0.7197175,0.17833823,,
PUPA-72h_cellbin,midgut primordium,RpS17,0.9559547,0.77905095,0.17690372,,
PUPA-72h_cellbin,midgut primordium,Dip-B,0.43888482,0.26373747,0.17514735,,
PUPA-72h_cellbin,midgut primordium,mt:CoI,3.924643,3.750788,0.17385507,,
PUPA-72h_cellbin,midgut primordium,RpL19,0.9098284,0.73718923,0.17263919,,
PUPA-72h_cellbin,midgut primordium,MtnC,0.5119284,0.34012014,0.17180824,,
PUPA-72h_cellbin,midgut primordium,RpL21,0.8749184,0.7043361,0.1705823,,
PUPA-72h_cellbin,midgut primordium,RpL13A,0.84215903,0.6731355,0.16902351,,
PUPA-72h_cellbin,midgut primordium,RpS23,0.8137157,0.6455263,0.1681894,,
PUPA-72h_cellbin,midgut primordium,slbo,0.31320822,0.14505444,0.16815378,,
PUPA-72h_cellbin,midgut primordium,RpS3,0.6672181,0.49980175,0.16741633,,
PUPA-72h_cellbin,midgut primordium,RpL10Ab,0.71825397,0.55323994,0.16501403,,
PUPA-72h_cellbin,midgut primordium,lncRNA:CR42862,0.48618948,0.32237586,0.16381362,,
PUPA-72h_cellbin,midgut primordium,CG15021,0.42391673,0.26175854,0.16215819,,
PUPA-72h_cellbin,midgut primordium,RpL24,0.6881589,0.529374,0.15878493,,
PUPA-72h_cellbin,midgut primordium,RpS21,1.0080968,0.8505736,0.15752321,,
PUPA-72h_cellbin,midgut primordium,RpS30,1.0756704,0.9189078,0.15676254,,
PUPA-72h_cellbin,midgut primordium,Fpgs,0.3139685,0.15793131,0.1560372,,
PUPA-72h_cellbin,midgut primordium,RpS11,1.090192,0.9360151,0.15417683,,
PUPA-72h_cellbin,midgut primordium,RpL22,0.72013515,0.56706166,0.15307349,,
PUPA-72h_cellbin,midgut primordium,RpS3A,0.6949634,0.54279774,0.15216565,,
PUPA-72h_cellbin,midgut primordium,RpS18,0.7830671,0.63112676,0.15194035,,
PUPA-72h_cellbin,midgut primordium,Fer2LCH,0.5511931,0.39994848,0.15124464,,
PUPA-72h_cellbin,midgut primordium,Hsc70-4,0.57345444,0.4263839,0.14707053,,
PUPA-72h_cellbin,midgut primordium,Mur29B,1.0744145,0.9303474,0.14406711,,
PUPA-72h_cellbin,midgut primordium,RpL6,0.56560045,0.42271516,0.1428853,,
PUPA-72h_cellbin,midgut primordium,RpL34b,0.5212583,0.37955987,0.14169842,,
PUPA-72h_cellbin,midgut primordium,CG10472,0.38043877,0.23905833,0.14138044,,
PUPA-72h_cellbin,midgut primordium,CG13315,0.36279827,0.22282338,0.13997489,,
PUPA-72h_cellbin,midgut primordium,RpS13,0.65659356,0.5196789,0.13691467,,
PUPA-72h_cellbin,midgut primordium,RpS15,1.1000382,0.96645355,0.13358462,,
PUPA-72h_cellbin,midgut primordium,MtnB,1.4892782,1.3570657,0.13221252,,
PUPA-72h_cellbin,midgut primordium,RpL37A,0.66795707,0.5367817,0.13117534,,
PUPA-72h_cellbin,midgut primordium,RpLP0,0.6291403,0.4983537,0.13078663,,
PUPA-72h_cellbin,midgut primordium,RpL7,0.7307041,0.6003372,0.13036692,,
PUPA-72h_cellbin,midgut primordium,RpL32,0.859587,0.7298076,0.1297794,,
PUPA-72h_cellbin,midgut primordium,lncRNA:CR32194,0.3125074,0.18415338,0.12835401,,
PUPA-72h_cellbin,midgut primordium,GstS1,0.38827154,0.2612629,0.12700865,,
PUPA-72h_cellbin,midgut primordium,aqz,0.31165138,0.1847932,0.12685817,,
PUPA-72h_cellbin,midgut primordium,ATPsynC,1.0697517,0.9430387,0.12671304,,
PUPA-72h_cellbin,midgut primordium,betaTub56D,0.43049702,0.30509308,0.12540394,,
PUPA-72h_cellbin,midgut primordium,RpL26,0.70696986,0.5820954,0.12487447,,
PUPA-72h_cellbin,midgut primordium,CG15422,0.34135953,0.216732,0.12462753,,
PUPA-72h_cellbin,midgut primordium,RpL5,1.0286553,0.9052635,0.12339181,,
PUPA-72h_cellbin,midgut primordium,alphaTub84B,1.0954283,0.9730246,0.12240374,,
PUPA-72h_cellbin,midgut primordium,RpL18,0.72119087,0.5989485,0.12224239,,
PUPA-72h_cellbin,midgut primordium,CG6770,0.7495894,0.6274753,0.12211406,,
PUPA-72h_cellbin,midgut primordium,28SrRNA-Psi:CR45859,0.814691,0.693837,0.12085402,,
PUPA-72h_cellbin,midgut primordium,RpL29,1.0442021,0.92343736,0.12076473,,
PUPA-72h_cellbin,midgut primordium,RpL40,0.9405476,0.8207885,0.11975908,,
PUPA-72h_cellbin,midgut primordium,Cyp1,0.54872996,0.42938098,0.11934897,,
PUPA-72h_cellbin,midgut primordium,Mtk,0.76264364,0.64358795,0.11905569,,
PUPA-72h_cellbin,midgut primordium,Atg8a,0.37433043,0.25656015,0.117770284,,
PUPA-72h_cellbin,midgut primordium,Gp150,0.31349927,0.19631346,0.117185816,,
PUPA-72h_cellbin,midgut primordium,RpS24,0.5688472,0.453028,0.115819186,,
PUPA-72h_cellbin,midgut primordium,porin,0.57488453,0.46026573,0.11461881,,
PUPA-72h_cellbin,midgut primordium,Mlp60A,0.94296193,0.8311378,0.111824155,,
PUPA-72h_cellbin,midgut primordium,RpL35,0.71352845,0.6017336,0.11179483,,
PUPA-72h_cellbin,midgut primordium,RpS4,0.8303272,0.7194506,0.11087662,,
PUPA-72h_cellbin,midgut primordium,RpS7,0.7420877,0.6319812,0.11010653,,
PUPA-72h_cellbin,midgut primordium,eEF2,0.4128248,0.30416366,0.108661145,,
PUPA-72h_cellbin,midgut primordium,CG13551,0.3621641,0.25498512,0.107178986,,
PUPA-72h_cellbin,midgut primordium,RpS8,0.9256441,0.8220349,0.103609204,,
PUPA-72h_cellbin,midgut primordium,RpS16,0.57541716,0.471926,0.10349116,,
PUPA-72h_cellbin,midgut primordium,CG3662,0.39307168,0.28961325,0.103458434,,
PUPA-72h_cellbin,midgut primordium,RpL14,0.94340485,0.8402404,0.103164434,,
PUPA-72h_cellbin,midgut primordium,awd,0.35749602,0.25513652,0.1023595,,
PUPA-72h_cellbin,midgut primordium,ND-MWFE,0.45771226,0.35588008,0.10183218,,
PUPA-72h_cellbin,midgut primordium,RpS10b,0.5879938,0.48622066,0.10177314,,
PUPA-72h_cellbin,midgut primordium,ATPsynF,0.64125687,0.5401198,0.10113704,,
PUPA-72h_cellbin,midgut primordium,RpL28,0.7312119,0.63093233,0.10027957,,
PUPA-72h_cellbin,midgut primordium,28SrRNA-Psi:CR45862,0.68973666,0.5903888,0.09934789,,
PUPA-72h_cellbin,midgut primordium,Trx-2,0.2582304,0.15913938,0.09909101,,
PUPA-72h_cellbin,midgut primordium,RpL30,0.64278924,0.54544514,0.0973441,,
PUPA-72h_cellbin,midgut primordium,RpS29,0.9061706,0.8098024,0.09636819,,
PUPA-72h_cellbin,midgut primordium,RpS27A,0.9002712,0.8040076,0.09626359,,
PUPA-72h_cellbin,midgut primordium,RpL4,0.36587706,0.26994807,0.095929,,
PUPA-72h_cellbin,midgut primordium,RpL15,1.0122613,0.9164967,0.09576458,,
PUPA-72h_cellbin,midgut primordium,CG13376,0.36723745,0.27275938,0.09447807,,
PUPA-72h_cellbin,midgut primordium,eEF1gamma,0.39274326,0.29829353,0.09444973,,
PUPA-72h_cellbin,midgut primordium,RpL23A,0.62152547,0.527154,0.09437144,,
PUPA-72h_cellbin,midgut primordium,cype,0.6793095,0.5878452,0.09146428,,
PUPA-72h_cellbin,midgut primordium,pAbp,0.56245595,0.4712648,0.09119114,,
PUPA-72h_cellbin,midgut primordium,COX8,0.8784673,0.78738165,0.09108567,,
PUPA-72h_cellbin,midgut primordium,COX7C,0.75806785,0.6673871,0.09068072,,
PUPA-72h_cellbin,midgut primordium,Uhg7,0.58995384,0.5001937,0.089760125,,
PUPA-72h_cellbin,midgut primordium,COX7A,0.37625125,0.28979746,0.086453795,,
PUPA-72h_cellbin,midgut primordium,RpL3,0.46931002,0.38432333,0.08498669,,
PUPA-72h_cellbin,midgut primordium,CG12164,0.39398003,0.309865,0.08411503,,
PUPA-72h_cellbin,midgut primordium,ATPsynbeta,0.73980725,0.65602165,0.08378559,,
PUPA-72h_cellbin,midgut primordium,Vajk2,0.48474208,0.40136883,0.08337325,,
PUPA-72h_cellbin,midgut primordium,RpS14a,0.8219484,0.7398715,0.08207691,,
PUPA-72h_cellbin,midgut primordium,28SrRNA-Psi:CR45851,0.3408625,0.25953868,0.08132383,,
PUPA-72h_cellbin,midgut primordium,eEF5,0.80813277,0.72768193,0.08045083,,
PUPA-72h_cellbin,midgut primordium,Cpr49Aa,0.50776654,0.42737082,0.08039573,,
PUPA-72h_cellbin,midgut primordium,CG17127,0.42025286,0.34258002,0.07767284,,
PUPA-72h_cellbin,midgut primordium,RpL7A,0.49191818,0.41461363,0.07730454,,
PUPA-72h_cellbin,midgut primordium,CG7630,0.63458514,0.55735636,0.077228785,,
PUPA-72h_cellbin,midgut primordium,edin,0.35572153,0.27883336,0.076888174,,
PUPA-72h_cellbin,midgut primordium,sesB,0.39183587,0.31722468,0.07461119,,
PUPA-72h_cellbin,midgut primordium,Vajk1,0.337096,0.2625572,0.0745388,,
PUPA-72h_cellbin,midgut primordium,RpS6,0.4861267,0.41250113,0.073625565,,
PUPA-72h_cellbin,midgut primordium,GstD1,0.54772705,0.4742303,0.07349676,,
PUPA-72h_cellbin,midgut primordium,RpL13,0.46241358,0.39175612,0.07065746,,
PUPA-72h_cellbin,midgut primordium,Lsd-2,0.2933391,0.22489797,0.06844114,,
PUPA-72h_cellbin,midgut primordium,COX5A,0.51310676,0.44583923,0.06726754,,
PUPA-72h_cellbin,midgut primordium,RpS14b,0.4034239,0.33893827,0.06448564,,
PUPA-72h_cellbin,midgut primordium,UQCR-C2,0.33836195,0.27420226,0.06415969,,
PUPA-72h_cellbin,midgut primordium,ATPsynE,0.40018693,0.33606797,0.06411895,,
PUPA-72h_cellbin,midgut primordium,ATPsynG,0.7338252,0.6705874,0.06323779,,
PUPA-72h_cellbin,midgut primordium,28SrRNA-Psi:CR40741,0.23876758,0.17572528,0.0630423,,
PUPA-72h_cellbin,midgut primordium,His4r,0.6044907,0.5415584,0.06293231,,
PUPA-72h_cellbin,midgut primordium,lectin-37Da,0.26824856,0.20541735,0.06283121,,
PUPA-72h_cellbin,midgut primordium,Rack1,0.36948574,0.30706632,0.062419415,,
PUPA-72h_cellbin,midgut primordium,tsr,0.38505527,0.32311398,0.061941296,,
PUPA-72h_cellbin,midgut primordium,14-3-3zeta,0.38804635,0.32630587,0.061740488,,
PUPA-72h_cellbin,midgut primordium,ox,0.59254783,0.53128153,0.061266303,,
PUPA-72h_cellbin,midgut primordium,CG45089,0.24467814,0.1852225,0.059455633,,
PUPA-72h_cellbin,midgut primordium,fabp,0.27314624,0.21453021,0.058616027,,
PUPA-72h_cellbin,midgut primordium,eIF4A,0.24376795,0.18637544,0.057392508,,
PUPA-72h_cellbin,midgut primordium,Cpr64Ac,0.5238973,0.46857917,0.055318117,,
PUPA-72h_cellbin,midgut primordium,TpnC73F,0.29605624,0.24084473,0.055211514,,
PUPA-72h_cellbin,midgut primordium,Tm1,0.49718255,0.4420313,0.055151254,,
PUPA-72h_cellbin,midgut primordium,RpL35A,0.40544462,0.35090265,0.054541975,,
PUPA-72h_cellbin,midgut primordium,COX5B,0.4437553,0.3892831,0.054472208,,
PUPA-72h_cellbin,midgut primordium,Nacalpha,0.3019737,0.24856791,0.05340579,,
PUPA-72h_cellbin,midgut primordium,RpS15Aa,0.54597944,0.49358332,0.05239612,,
PUPA-72h_cellbin,midgut primordium,ATPsynB,0.38801077,0.33662567,0.051385105,,
PUPA-72h_cellbin,midgut primordium,Cp1,0.5450734,0.49390724,0.051166147,,
PUPA-72h_cellbin,midgut primordium,Col4a1,0.38215998,0.33117586,0.050984114,,
PUPA-72h_cellbin,midgut primordium,Vha13,0.282427,0.23263277,0.04979424,,
PUPA-72h_cellbin,midgut primordium,Sap-r,0.4156353,0.3666217,0.049013585,,
PUPA-72h_cellbin,midgut primordium,RpL11,0.5849615,0.538521,0.046440482,,
PUPA-72h_cellbin,midgut primordium,levy,0.5760249,0.5298613,0.04616362,,
PUPA-72h_cellbin,midgut primordium,Mst84Db,0.3029005,0.25694677,0.04595372,,
PUPA-72h_cellbin,midgut primordium,CG12780,0.39746827,0.352505,0.04496327,,
PUPA-72h_cellbin,midgut primordium,COX4,0.37694326,0.33200294,0.044940323,,
PUPA-72h_cellbin,midgut primordium,mt:lrRNA,4.2804904,4.236188,0.044302464,,
PUPA-72h_cellbin,midgut primordium,Tapdelta,0.25345477,0.20969959,0.04375519,,
PUPA-72h_cellbin,midgut primordium,CG3513,0.7289642,0.6854621,0.043502092,,
PUPA-72h_cellbin,midgut primordium,ATPsynO,0.34372288,0.30142835,0.042294532,,
PUPA-72h_cellbin,midgut primordium,Act57B,0.77659076,0.7343011,0.042289674,,
PUPA-72h_cellbin,midgut primordium,blw,0.37016883,0.32906237,0.041106462,,
PUPA-72h_cellbin,midgut primordium,Vha16-1,0.3449257,0.3040222,0.04090351,,
PUPA-72h_cellbin,midgut primordium,Phk-3,0.25657272,0.21703158,0.03954114,,
PUPA-72h_cellbin,midgut primordium,wupA,0.4694903,0.43051398,0.03897631,,
PUPA-72h_cellbin,midgut primordium,CG13231,0.79649174,0.7584435,0.038048267,,
PUPA-72h_cellbin,midgut primordium,CtsB1,0.3346484,0.29743245,0.037215948,,
PUPA-72h_cellbin,midgut primordium,Gapdh1,0.32152092,0.2844538,0.037067115,,
PUPA-72h_cellbin,midgut primordium,mt:CoIII,3.0532568,3.0173798,0.03587699,,
PUPA-72h_cellbin,midgut primordium,mt:ATPase8,0.49044642,0.4549894,0.035457015,,
PUPA-72h_cellbin,midgut primordium,CG6357,0.25492057,0.22037667,0.0345439,,
PUPA-72h_cellbin,midgut primordium,Cpr62Bc,0.51744777,0.48300076,0.034447014,,
PUPA-72h_cellbin,midgut primordium,ND-MLRQ,0.92266166,0.8885639,0.03409779,,
PUPA-72h_cellbin,midgut primordium,Clect27,0.22358936,0.19206806,0.031521305,,
PUPA-72h_cellbin,midgut primordium,RpL27,0.49921083,0.4677734,0.031437427,,
PUPA-72h_cellbin,midgut primordium,SPARC,0.32268667,0.2916002,0.031086475,,
PUPA-72h_cellbin,midgut primordium,Cpr92F,0.5459172,0.5151613,0.030755937,,
PUPA-72h_cellbin,midgut primordium,CG13071,0.25714257,0.22653532,0.030607253,,
PUPA-72h_cellbin,midgut primordium,Mhc,0.66447574,0.6350603,0.029415429,,
PUPA-72h_cellbin,midgut primordium,SdhC,0.21714224,0.18796267,0.029179573,,
PUPA-72h_cellbin,midgut primordium,UQCR-Q,0.5909968,0.56192434,0.029072464,,
PUPA-72h_cellbin,midgut primordium,crc,0.23288554,0.20395398,0.028931558,,
PUPA-72h_cellbin,midgut primordium,RNASEK,0.33408123,0.30712396,0.026957273,,
PUPA-72h_cellbin,midgut primordium,Vajk4,0.59841144,0.5717132,0.026698232,,
PUPA-72h_cellbin,midgut primordium,ATPsyngamma,0.28917193,0.26254973,0.026622206,,
PUPA-72h_cellbin,midgut primordium,CG43897,0.392024,0.366309,0.025715023,,
PUPA-72h_cellbin,midgut primordium,Jupiter,0.3036226,0.27878278,0.024839818,,
PUPA-72h_cellbin,midgut primordium,ND-B12,0.27046844,0.24651664,0.023951799,,
PUPA-72h_cellbin,midgut primordium,bic,0.26085335,0.23976581,0.021087542,,
PUPA-72h_cellbin,midgut primordium,CG4962,0.6236659,0.60301703,0.020648897,,
PUPA-72h_cellbin,midgut primordium,UK114,0.2377004,0.21899772,0.018702686,,
PUPA-72h_cellbin,midgut primordium,Gapdh2,0.34645227,0.32807404,0.018378228,,
PUPA-72h_cellbin,midgut primordium,Argk,0.28850862,0.27028158,0.01822704,,
PUPA-72h_cellbin,midgut primordium,Tsf1,0.26577246,0.24843916,0.017333299,,
PUPA-72h_cellbin,midgut primordium,Pdi,0.29372728,0.2780347,0.015692592,,
PUPA-72h_cellbin,midgut primordium,cathD,0.28928706,0.27365002,0.01563704,,
PUPA-72h_cellbin,midgut primordium,Vajk3,0.4065049,0.3914488,0.0150561035,,
PUPA-72h_cellbin,midgut primordium,Drs,0.43210724,0.41780904,0.014298201,,
PUPA-72h_cellbin,midgut primordium,Gasp,0.43688896,0.4234179,0.013471067,,
PUPA-72h_cellbin,midgut primordium,trol,0.26486242,0.25269836,0.012164056,,
PUPA-72h_cellbin,midgut primordium,CG13364,0.23338895,0.22259279,0.0107961595,,
PUPA-72h_cellbin,midgut primordium,Mst87F,0.27612936,0.2686322,0.0074971616,,
PUPA-72h_cellbin,midgut primordium,CG30430,0.29523006,0.2896671,0.005562961,,
PUPA-72h_cellbin,midgut primordium,Hsp23,0.5689017,0.5638554,0.005046308,,
PUPA-72h_cellbin,midgut primordium,mt:ND4,1.5190941,1.5149835,0.0041105747,,
PUPA-72h_cellbin,midgut primordium,Cys,0.30505747,0.3011302,0.0039272606,,
PUPA-72h_cellbin,midgut primordium,CG34168,0.4142467,0.41047832,0.0037683845,,
PUPA-72h_cellbin,midgut primordium,Msr-110,0.3463853,0.3433243,0.0030609965,,
PUPA-72h_cellbin,midgut primordium,Tctp,0.4494587,0.4473102,0.0021484792,,
PUPA-72h_cellbin,midgut primordium,Sod1,0.23179218,0.23004246,0.0017497241,,
PUPA-72h_cellbin,midgut primordium,mt:ATPase6,4.2293706,4.2278547,0.0015158653,,
PUPA-72h_cellbin,midgut primordium,sun,0.32282773,0.3213132,0.0015145242,,
PUPA-72h_cellbin,midgut primordium,CG31997,0.2901323,0.28922525,0.0009070635,,
PUPA-72h_cellbin,midgut primordium,Cpr30F,0.8055581,0.8061348,-0.00057673454,,
PUPA-72h_cellbin,midgut primordium,CG17376,0.23684648,0.24098493,-0.004138455,,
PUPA-72h_cellbin,midgut primordium,roh,0.2977346,0.302443,-0.0047084093,,
PUPA-72h_cellbin,midgut primordium,Neb-cGP,0.61520815,0.6204366,-0.00522846,,
PUPA-72h_cellbin,midgut primordium,UQCR-14,0.21609214,0.226647,-0.010554865,,
PUPA-72h_cellbin,midgut primordium,CG46059,0.19973628,0.2108173,-0.011081025,,
PUPA-72h_cellbin,midgut primordium,Tm2,0.3936841,0.40491942,-0.0112353265,,
PUPA-72h_cellbin,midgut primordium,CG16926,0.22379985,0.23517908,-0.011379227,,
PUPA-72h_cellbin,midgut primordium,Cpr47Ea,0.36249983,0.37707502,-0.014575183,,
PUPA-72h_cellbin,midgut primordium,Cpr49Ah,0.36913761,0.38448372,-0.01534611,,
PUPA-72h_cellbin,midgut primordium,Scp1,0.26821914,0.28357613,-0.015356988,,
PUPA-72h_cellbin,midgut primordium,CG2150,0.6372704,0.65377676,-0.016506374,,
PUPA-72h_cellbin,midgut primordium,CG2663,0.22728032,0.24397519,-0.016694874,,
PUPA-72h_cellbin,midgut primordium,UQCR-11,0.44448775,0.4652014,-0.020713657,,
PUPA-72h_cellbin,midgut primordium,mt:Cyt-b,2.7161214,2.7378125,-0.021691084,,
PUPA-72h_cellbin,midgut primordium,CG41128,0.20069134,0.22268291,-0.021991566,,
PUPA-72h_cellbin,midgut primordium,Sirup,0.42676482,0.44885373,-0.022088915,,
PUPA-72h_cellbin,midgut primordium,Sec61beta,0.218001,0.2406791,-0.022678107,,
PUPA-72h_cellbin,midgut primordium,Ald1,0.26753777,0.29186544,-0.024327666,,
