gene,mean_bulge,mean_dent,lfc
ANXA5,0.07528549,0.071161896,0.004123591
NUMA1,0.07708333,0.07297001,0.0041133165
MYO10,0.038342677,0.03423544,0.004107237
MARVELD1,0.049524046,0.04541945,0.0041045956
CDC42EP1,0.047020808,0.04292121,0.0040995963
SPIN1,0.040342167,0.03624937,0.0040927976
MYO1D,0.053578,0.049487025,0.004090976
BICD2,0.046989184,0.042914353,0.0040748306
COL16A1,0.03955132,0.035476696,0.0040746257
CEBPB,0.12378326,0.11971254,0.0040707216
CFAP20DC,0.024038076,0.0199681,0.0040699765
USP22,0.071684994,0.0676192,0.0040657967
ELOVL1,0.061520398,0.057455283,0.004065115
ZNF385A,0.037317246,0.03325336,0.0040638857
NDFIP2,0.037274145,0.03321087,0.0040632747
MAP3K2,0.048878033,0.044816013,0.0040620193
PHLDA1,0.055445924,0.05138921,0.0040567145
ENOSF1,0.030368712,0.026312316,0.004056396
UBE2L3,0.074771285,0.07071708,0.0040542036
KLF7,0.03185148,0.027802594,0.0040488876
UBXN6,0.061228286,0.057182312,0.0040459745
RBM17,0.07640592,0.07236429,0.004041627
ATP6V1D,0.0398026,0.03576252,0.004040081
MARCHF7,0.037591893,0.03355924,0.004032653
ASPH,0.043323886,0.039295543,0.0040283427
PDS5A,0.040455457,0.03643127,0.0040241852
ZBTB7A,0.05214125,0.048123002,0.004018247
AGPAT2,0.033632874,0.029614858,0.004018016
EXOC3,0.035584632,0.03157247,0.0040121637
PLOD1,0.032847185,0.028845035,0.00400215
SPINT1,0.055477068,0.05147523,0.004001837
MAPK12,0.02391144,0.019916888,0.0039945524
TMOD3,0.033466067,0.029473254,0.0039928127
HAPSTR1,0.033721317,0.02973012,0.003991196
MAPK1IP1L,0.056648094,0.05266084,0.0039872527
STX3,0.025261212,0.021276053,0.003985159
FAM162A,0.02919906,0.025215784,0.003983276
DNAJB1,0.11165941,0.107682586,0.003976822
MDFI,0.024269817,0.020304216,0.0039656013
KIAA1522,0.03711193,0.033146344,0.0039655864
SELENOM,0.08264602,0.078681104,0.003964916
MARK3,0.04595127,0.041990947,0.0039603226
RNF217,0.026531884,0.02257637,0.003955515
KIF13A,0.031251997,0.027299039,0.0039529577
AGO2,0.04633498,0.042385764,0.003949214
GPCPD1,0.037256416,0.033313178,0.0039432384
MYO1E,0.040840566,0.03690192,0.003938645
CDK13,0.0477031,0.04376465,0.0039384477
PFDN2,0.05873341,0.05479714,0.003936272
NUMB,0.035696592,0.031766646,0.0039299466
NAPRT,0.022942735,0.01901508,0.0039276555
ADIPOR1,0.05335411,0.049426567,0.0039275438
SLC44A5,0.034386992,0.03046602,0.0039209723
TAOK1,0.037980974,0.034061622,0.003919352
MFSD10,0.031264495,0.027350303,0.0039141923
EHD2,0.038980763,0.03506993,0.003910832
ARL15,0.029900543,0.026000312,0.0039002318
SP100,0.043307696,0.039408207,0.0038994886
ACVR1,0.03590014,0.032002833,0.0038973056
NCKAP1,0.09057003,0.08667702,0.0038930103
RAPGEF1,0.031906027,0.028014934,0.0038910937
KMT5B,0.027066609,0.02317628,0.003890328
PHC2,0.0265652,0.022677315,0.0038878843
UGCG,0.031033777,0.027146453,0.0038873237
MORF4L1,0.1432593,0.13937326,0.003886044
RNASEK,0.07380626,0.069928646,0.0038776174
MBNL2,0.031842895,0.027971888,0.003871007
FBXO11,0.031353194,0.027490493,0.0038627014
CYSTM1,0.03009536,0.026234196,0.0038611628
NF1,0.043151848,0.039302785,0.003849063
BASP1,0.14300956,0.13916479,0.0038447678
MED13L,0.038903195,0.035059884,0.0038433112
MRTFA,0.04620946,0.042366274,0.0038431846
C14orf119,0.036277507,0.03243926,0.0038382448
MRPL32,0.043467287,0.039634146,0.0038331412
JAG1,0.18824008,0.18440953,0.003830552
FRYL,0.03420207,0.030372698,0.0038293712
JPT2,0.044060294,0.04023477,0.003825523
FAM107B,0.032184526,0.028365565,0.0038189609
KIAA2013,0.045003273,0.04119041,0.0038128644
PDLIM5,0.037727278,0.03392763,0.003799647
TPD52L2,0.07059548,0.06680134,0.003794141
SF3B1,0.05892933,0.055143364,0.0037859678
ERGIC2,0.15690571,0.15312384,0.00378187
EPAS1,0.042653367,0.0388715,0.0037818663
TOR1AIP2,0.045093488,0.04132255,0.0037709363
ANXA4,0.05409953,0.05033207,0.0037674606
TRAF7,0.041729167,0.03797073,0.003758438
ACAP2,0.03222366,0.028465359,0.003758302
MTSS1,0.04734204,0.04358386,0.003758181
CRIP1,0.060506675,0.056760162,0.0037465133
MYADM,0.035649236,0.031910967,0.0037382692
ATMIN,0.034718823,0.030982591,0.0037362315
KCNK1,0.025029635,0.021296307,0.0037333276
YPEL3,0.041978486,0.038248897,0.0037295893
VCAN,0.037856508,0.034128606,0.0037279017
CHIC2,0.028585896,0.024861472,0.0037244242
AUP1,0.04594284,0.042218942,0.003723897
SDF4,0.03666498,0.032952692,0.003712289
PPARD,0.024793142,0.021085821,0.0037073214
KIAA1958,0.44970724,0.4460017,0.0037055314
IMPDH1,0.03110592,0.027406894,0.003699027
UBE2G1,0.037552774,0.033869117,0.0036836565
MAPK11,0.025578467,0.021905154,0.0036733132
PSMD11,0.085790105,0.0821176,0.003672503
WDR45B,0.0319816,0.0283111,0.0036704987
ZFR,0.03845269,0.034782458,0.0036702305
CPNE2,0.024730135,0.021060739,0.003669396
MAP3K13,0.032020763,0.028358532,0.0036622304
SOS2,0.027138097,0.023476178,0.0036619194
WSB2,0.034299478,0.030639963,0.0036595147
DDT,0.06254609,0.058887422,0.0036586672
MT-TL1,0.10573453,0.102082476,0.003652051
EPS15,0.042968992,0.039317496,0.003651496
HERPUD2,0.039128706,0.03547871,0.0036499947
MAP3K1,0.030089734,0.026440697,0.0036490373
SLC22A23,0.023597881,0.019953815,0.003644066
PAIP2,0.04600338,0.042360283,0.0036430955
COL5A2,0.037458763,0.033820923,0.003637839
TMC6,0.03264111,0.029005812,0.0036352966
ESYT2,0.02692655,0.023292573,0.003633976
SMYD2,0.026120516,0.022487428,0.0036330875
HSF1,0.034432895,0.030802213,0.0036306828
SESN3,0.038824104,0.03519436,0.003629744
RIOK3,0.043826252,0.040210254,0.0036159977
EIF4E2,0.04206613,0.038451646,0.0036144853
ATF4,0.1079278,0.10431574,0.0036120564
RTL8A,0.061812274,0.058202546,0.003609728
C11orf68,0.030389104,0.026779575,0.0036095288
CA2,0.050499696,0.046892885,0.0036068112
CSRP2,0.024859698,0.021253908,0.0036057904
GNAI2,0.062479693,0.058878798,0.0036008954
CASK,0.05018104,0.046581477,0.0035995618
MAGEA10,0.031488623,0.02789169,0.0035969336
EPPK1,0.05974224,0.05614972,0.0035925172
SOD2,0.06987244,0.0662821,0.003590338
WIPF2,0.04240485,0.038818393,0.0035864562
ZNF12,0.025599545,0.02201346,0.0035860855
VAMP8,0.11421198,0.11063054,0.0035814345
MBOAT2,0.026528122,0.02294736,0.003580762
CDA,0.03142006,0.027842252,0.003577808
BMP1,0.030833473,0.02726706,0.0035664141
TAF13,0.03211658,0.028556723,0.0035598576
ERP44,0.03384269,0.030286724,0.0035559665
SRRM2,0.06398613,0.060443085,0.0035430454
RHOT2,0.025419382,0.021878092,0.0035412908
CAMK2D,0.024377793,0.020838147,0.003539646
UBE2M,0.045299303,0.041761566,0.0035377368
ACTN4,0.10432302,0.10078792,0.0035350993
CSNK2A1,0.056935176,0.053401902,0.003533274
CERS6,0.028821176,0.025295675,0.0035255011
NOP10,0.07927065,0.075749904,0.0035207495
AMIGO2,0.03353822,0.030018168,0.003520051
BPNT2,0.060586836,0.057067446,0.0035193898
ZFP36,0.06877736,0.0652603,0.0035170615
RRAGC,0.056688096,0.053181108,0.0035069883
NEDD8,0.069138125,0.06563131,0.003506817
YEATS2,0.031002143,0.02749571,0.0035064332
STK3,0.031441994,0.027942495,0.0034994986
KIFC3,0.028327562,0.02482955,0.0034980122
ARPC1A,0.06170736,0.0582218,0.0034855604
CTBP1,0.045322534,0.041841477,0.0034810565
MED10,0.03394005,0.030459065,0.0034809858
TP53I13,0.029652592,0.02617507,0.0034775212
ATP6V1G1,0.08473798,0.08126493,0.003473051
NCS1,0.023337837,0.019869618,0.0034682192
MIDN,0.05260468,0.049137134,0.003467545
RRAGA,0.03851902,0.035054468,0.0034645535
YTHDF2,0.040978797,0.03752311,0.0034556873
DYNLRB1,0.03242758,0.02897297,0.0034546088
C1orf43,0.078518935,0.07506939,0.0034495443
PPP1R12A,0.030340796,0.026891924,0.003448872
GIT1,0.059943303,0.056499813,0.0034434907
FHIP2B,0.024750182,0.021308336,0.003441846
C5orf15,0.035248708,0.03180818,0.003440529
PLEKHM2,0.026008753,0.022570075,0.0034386776
TENT4A,0.026423456,0.022985263,0.0034381934
MMP28,0.034577128,0.031149145,0.0034279823
CHD9,0.035006106,0.031589378,0.0034167282
LIMS1,0.03383063,0.030417625,0.0034130067
MALSU1,0.043941077,0.040531676,0.0034094006
WWTR1,0.02485761,0.021448543,0.0034090672
WDR26,0.049847838,0.046440188,0.0034076497
WDR1,0.059927117,0.056527328,0.0033997893
PNRC1,0.032570265,0.029180732,0.0033895336
FRMD8,0.037976086,0.034588635,0.0033874512
MAZ,0.10480395,0.10142251,0.0033814386
RELA,0.06533648,0.061960883,0.0033755973
TOX2,0.024435716,0.021064218,0.0033714976
DDAH2,0.025477773,0.022113476,0.0033642966
HDAC7,0.035297967,0.031941906,0.0033560619
RHBDF1,0.030234871,0.026881726,0.003353145
BIRC6,0.03104498,0.027697714,0.0033472665
KMT2C,0.027001595,0.023654813,0.0033467822
REEP3,0.04120363,0.037858065,0.003345564
EHBP1,0.03048113,0.027137164,0.0033439659
TCEAL9,0.04143279,0.038094692,0.0033380985
PNISR,0.04196334,0.03862925,0.00333409
SRSF5,0.07224398,0.06891676,0.0033272207
METRN,0.025181973,0.021877259,0.0033047143
GSK3A,0.05501651,0.05171228,0.003304232
NORAD,0.17093958,0.1676417,0.0032978803
MEF2A,0.036127996,0.032842945,0.0032850504
PNN,0.06639147,0.06310717,0.0032842979
GPHN,0.026446,0.02316201,0.0032839905
SPINT2,0.10064612,0.09736369,0.0032824352
CSNK1A1,0.025372986,0.022090988,0.0032819975
DDR1,0.044553433,0.04127603,0.0032774024
GNB2,0.05413225,0.05085676,0.0032754876
LTBP4,0.027552707,0.024281051,0.003271656
EIF4G3,0.041161373,0.037905384,0.0032559894
FEM1B,0.03204324,0.02878726,0.00325598
CNBP,0.06231393,0.05906711,0.0032468177
CES2,0.025627557,0.022381382,0.0032461751
PUM1,0.061326887,0.058085,0.0032418892
ADAM10,0.042772256,0.03954158,0.003230676
UBE2F,0.027410833,0.024183223,0.0032276101
ITPR3,0.045837354,0.042611375,0.0032259785
CHMP4C,0.029725198,0.026505677,0.0032195207
DBN1,0.037283003,0.03406649,0.0032165125
ARAP1,0.028455628,0.02524008,0.0032155477
SMIM12,0.043948676,0.040736604,0.003212072
RNF216,0.03510514,0.031896047,0.0032090917
GREM1,0.025957482,0.02275081,0.0032066721
RALGAPA1,0.027584948,0.024379125,0.0032058228
UBE2D2,0.11479467,0.11158994,0.0032047331
PLD3,0.039453633,0.036252253,0.0032013804
UFM1,0.03434792,0.031147745,0.003200177
DLST,0.03578885,0.032590073,0.0031987764
SNHG26,0.027003966,0.023806646,0.0031973198
ACTR3,0.10607631,0.10288168,0.0031946301
GPC1,0.077382416,0.07419048,0.003191933
PTP4A2,0.07875976,0.07557649,0.003183268
FOXJ3,0.03449067,0.031310577,0.003180094
LSM12,0.028607214,0.025428154,0.0031790603
PRDM2,0.027579349,0.024404606,0.0031747427
CELSR2,0.039404687,0.036231197,0.0031734891
MAP2K1,0.038368877,0.035199217,0.0031696595
EMC4,0.049115926,0.045947857,0.0031680688
CCT6A,0.108737044,0.10556972,0.0031673238
PIM1,0.028404035,0.025239462,0.0031645726
B3GNT5,0.022081945,0.01892026,0.0031616855
GNAQ,0.026302319,0.023143493,0.0031588264
HDHD5,0.023675323,0.020518089,0.0031572338
CCDC71L,0.027020728,0.02387203,0.0031486973
SYNE2,0.0474821,0.044334173,0.0031479262
ANKH,0.025167895,0.022020187,0.0031477083
RHBDD2,0.04383986,0.040699482,0.0031403787
PPP1R2,0.030489657,0.027352357,0.0031372998
GAS2L1,0.040640872,0.037509907,0.003130965
NRBP2,0.02348863,0.020360261,0.0031283684
PPP6R3,0.041545104,0.038419276,0.0031258278
CERS2,0.07494256,0.0718188,0.0031237602
CLIC4,0.07374917,0.07063029,0.00311888
SH3BP4,0.030006297,0.026887821,0.003118476
RTRAF,0.066951156,0.063833535,0.003117621
GET4,0.029519198,0.026402768,0.0031164307
PACS1,0.04663465,0.043520093,0.0031145588
THBS2,0.025946492,0.022835154,0.0031113382
APPL2,0.024560206,0.021451272,0.0031089336
IMP3,0.06309955,0.059992347,0.0031072013
CDK16,0.042258743,0.03915422,0.0031045228
MANBAL,0.031016914,0.02791606,0.0031008534
RAP2C,0.024490349,0.021391964,0.0030983854
TMEM106B,0.036975905,0.033884108,0.0030917972
BRK1,0.07737543,0.07428569,0.0030897334
TUBB6,0.17909952,0.17601134,0.0030881763
B3GALT6,0.027738137,0.024653224,0.003084913
RREB1,0.024149591,0.021065952,0.0030836388
ARPC5L,0.04982091,0.046739116,0.0030817948
TUBB4B,0.13625927,0.13318372,0.003075555
PDCD6IP,0.035549846,0.03247522,0.0030746274
PARP6,0.029626092,0.026552018,0.0030740742
NCSTN,0.047403384,0.044329897,0.0030734874
RNF19B,0.051293384,0.048221685,0.0030716993
LRFN4,0.022924336,0.019859191,0.0030651446
FAT1,0.035297856,0.032232985,0.0030648708
TSPO,0.13265142,0.12958717,0.003064245
IFFO2,0.032708406,0.029644186,0.0030642208
STMP1,0.08385356,0.08079038,0.0030631796
FAM20C,0.030553136,0.02749424,0.0030588955
TMED9,0.1418821,0.1388248,0.003057301
CAMK1D,0.03684587,0.03379164,0.0030542314
ACBD3,0.044471405,0.04141939,0.0030520149
GNPTG,0.030968245,0.027919397,0.0030488484
TNFRSF1A,0.033308856,0.030262262,0.0030465946
DEDD,0.030857453,0.02781476,0.0030426923
MAP4K5,0.026300317,0.023259256,0.0030410606
NABP1,0.02957669,0.026540779,0.0030359123
SRP54,0.07211062,0.06908367,0.0030269548
SRSF9,0.06167886,0.058652807,0.0030260533
SH3GL1,0.027767427,0.02474326,0.0030241664
AKT1,0.035302788,0.032285508,0.0030172803
C1orf52,0.028793909,0.025777714,0.0030161943
NIPBL,0.028882632,0.02587069,0.003011942
CERCAM,0.025833214,0.022829117,0.0030040964
GOLGA3,0.035660483,0.0326575,0.0030029826
RARG,0.032537296,0.029536745,0.0030005518
ELK3,0.024334969,0.0213352,0.0029997695
TXNDC17,0.07941794,0.07642787,0.002990067
TFG,0.06178146,0.058794674,0.002986785
XPR1,0.037152126,0.03416793,0.002984196
CLN8,0.026826484,0.023851486,0.0029749982
ATP6V1E1,0.05792338,0.05495034,0.0029730387
TRAPPC3,0.06034661,0.057376884,0.002969727
CDC42BPA,0.02669054,0.023724787,0.002965754
PIAS3,0.03214017,0.029174827,0.0029653423
CTDSP1,0.051766403,0.04880221,0.0029641949
TNFAIP8,0.026476119,0.023512423,0.0029636957
COL18A1,0.035902157,0.032940745,0.002961412
MAP4,0.071118,0.06815826,0.0029597357
GANAB,0.12091536,0.11795709,0.002958268
SFT2D1,0.03138204,0.028423972,0.0029580668
MARK2,0.03680909,0.03385244,0.0029566512
CTDNEP1,0.073917665,0.07096557,0.0029520914
PPP4C,0.05125711,0.048305742,0.0029513687
FAM89A,0.027190808,0.024242157,0.002948651
IQGAP1,0.10052779,0.09758356,0.002944231
ARID4B,0.041051984,0.038109552,0.0029424317
RO60,0.032241687,0.029302256,0.002939431
NUDCD3,0.045215756,0.042285457,0.0029302984
EPSTI1,0.031859033,0.02893416,0.0029248726
COL6A3,0.08607879,0.083154224,0.002924569
TBC1D22A,0.030425519,0.027503628,0.0029218905
AKIRIN1,0.033383384,0.030466339,0.0029170457
WDFY2,0.024869053,0.021953704,0.0029153489
MLF1,0.026540706,0.023627391,0.0029133148
SLC20A1,0.043185085,0.040275294,0.0029097907
UIMC1,0.031317186,0.028409027,0.002908159
HMOX2,0.026306702,0.023399448,0.0029072538
CLIP1,0.056094453,0.0531903,0.0029041544
YTHDF1,0.07809563,0.075193234,0.002902396
LMAN1,0.051265467,0.04836537,0.0029000975
PTK6,0.024625558,0.021726469,0.0028990898
LRCH3,0.026454648,0.023564769,0.002889879
VAT1,0.028282814,0.025395608,0.0028872062
GLTP,0.03378785,0.030902416,0.0028854348
PKN2,0.02363463,0.02075132,0.0028833095
GID8,0.05356147,0.050683483,0.002877988
HEBP2,0.08386697,0.08098929,0.0028776824
ABL2,0.029049069,0.026171902,0.0028771665
MLX,0.026075596,0.023199743,0.0028758533
SREK1IP1,0.030441556,0.027565755,0.0028758012
TNRC18,0.03697342,0.034099303,0.0028741173
EML2,0.023764864,0.020891152,0.0028737113
FBH1,0.041147955,0.03827454,0.0028734133
RAB21,0.04179504,0.038926534,0.002868507
LARP6,0.0371725,0.03430798,0.002864521
HSBP1,0.07462369,0.07176853,0.0028551593
PLCB1,0.02537036,0.022532642,0.0028377175
ABI1,0.035906266,0.03307002,0.002836246
STARD3NL,0.02747603,0.024640542,0.002835488
BLVRA,0.04518576,0.04236032,0.002825439
NCBP2,0.03358058,0.030756883,0.0028236955
UBE2E2,0.025681982,0.022863789,0.0028181933
CTSD,0.12006059,0.117248006,0.0028125867
WNK1,0.046929054,0.04412338,0.0028056726
MICALL1,0.03611541,0.03330995,0.0028054602
FAM210B,0.03755619,0.034751255,0.002804935
FBRSL1,0.03220225,0.0294006,0.0028016511
IRX2,0.040181175,0.03738093,0.0028002448
TMEM30A,0.04016459,0.03736626,0.00279833
KLHL9,0.028893681,0.026099592,0.0027940888
CYTH3,0.02656053,0.023769008,0.002791522
POLDIP2,0.04591637,0.043125488,0.0027908832
NBEAL1,0.031283755,0.028497003,0.0027867518
TSPAN1,0.03239661,0.029611716,0.0027848948
TRIM29,0.060337573,0.057561584,0.0027759895
ADD1,0.039008196,0.036234114,0.0027740821
SETD5,0.023828259,0.021055395,0.002772864
ATP2B4,0.03730305,0.034540974,0.0027620755
ATP9A,0.03546686,0.032705702,0.002761159
SHARPIN,0.035362795,0.032605637,0.0027571581
FGD5-AS1,0.026319105,0.023562906,0.0027561989
AHCYL1,0.039007816,0.036252525,0.0027552918
PDZK1IP1,0.0324037,0.029654305,0.0027493946
CDH13,0.05058973,0.047842134,0.0027475953
SMIM19,0.07381397,0.07106672,0.0027472451
NEMF,0.024091909,0.021350075,0.0027418341
CD81,0.11786215,0.11512337,0.0027387813
RBM25,0.04546481,0.042728897,0.0027359128
ARFGAP3,0.02666299,0.023927368,0.0027356222
ELOC,0.076702215,0.073979646,0.0027225688
TRABD,0.046695244,0.043973096,0.0027221479
OPTN,0.04395961,0.04123776,0.0027218498
UBE2K,0.052186072,0.049468245,0.0027178265
TFRC,0.12563762,0.122926116,0.0027115047
PRRC2C,0.06477488,0.062063858,0.0027110204
RAB38,0.047032315,0.044323266,0.0027090497
ATXN7L3B,0.029489255,0.026783701,0.0027055535
PARD3,0.03427928,0.031574864,0.0027044155
ATXN7L3,0.025745872,0.023042493,0.0027033798
VTI1B,0.04913471,0.046437863,0.0026968457
LRRC41,0.04228799,0.03959236,0.0026956312
APH1A,0.0901867,0.08749454,0.002692163
MSL1,0.040395964,0.037704118,0.0026918463
PAWR,0.0408543,0.03817049,0.002683811
VEZT,0.025090976,0.022407651,0.0026833247
HBP1,0.026480267,0.023797205,0.002683062
HEXIM1,0.02723789,0.024561081,0.0026768092
NRBP1,0.059089668,0.056414515,0.0026751533
UBE2E3,0.054290112,0.051615506,0.0026746057
RYK,0.033648655,0.030977396,0.0026712585
HOMER2,0.028916014,0.02624719,0.002668824
TMEM43,0.03791352,0.035246164,0.0026673563
PAX8-AS1,0.027049715,0.024382882,0.0026668329
MAGEF1,0.02347707,0.020818513,0.0026585571
IGF2BP2,0.02354348,0.020885108,0.0026583727
HTATIP2,0.039543573,0.036885295,0.0026582778
MLXIP,0.03223756,0.02957961,0.00265795
DCTN4,0.0302502,0.027593218,0.0026569813
RNF130,0.03227367,0.029620409,0.0026532598
EIF2AK2,0.047200177,0.044547293,0.0026528835
LRP10,0.030857543,0.028205473,0.0026520696
RAB14,0.058786068,0.05613459,0.002651479
ARL6IP6,0.023557628,0.020907745,0.0026498828
DCBLD2,0.025187058,0.022538595,0.0026484635
ZMYM2,0.02492859,0.022281623,0.0026469678
PCNP,0.025008785,0.02236544,0.002643345
VASP,0.034573372,0.031937286,0.0026360862
WWP1,0.031749994,0.029119635,0.0026303586
CD46,0.07431414,0.07168453,0.002629608
ETFRF1,0.029442456,0.026814928,0.0026275273
SYPL1,0.13427988,0.1316558,0.0026240796
CPSF6,0.04856471,0.045940924,0.0026237853
MKLN1,0.026879322,0.024257535,0.0026217867
TPD52,0.034435622,0.03181752,0.0026181042
TMEM245,0.025448477,0.022836884,0.0026115924
FBXO7,0.060634512,0.058024794,0.0026097186
NDEL1,0.033881523,0.031272437,0.0026090853
B3GALNT2,0.040508766,0.037905466,0.0026033
CHMP3,0.059338942,0.056736723,0.0026022196
CTHRC1,0.032061383,0.029459776,0.0026016068
MEAF6,0.06106175,0.058463838,0.0025979131
FZD6,0.047733665,0.045137968,0.0025956966
ZNRF1,0.023357593,0.020761963,0.0025956295
ZDHHC12,0.023750355,0.021157222,0.0025931336
USP24,0.0416156,0.039023492,0.0025921091
SRSF11,0.08815169,0.085562654,0.0025890395
CIRBP,0.08032021,0.0777389,0.0025813058
RNF14,0.02741792,0.024839018,0.002578903
ZMIZ1,0.035675917,0.033097696,0.0025782213
C9orf78,0.059835132,0.057259336,0.002575796
MT1M,0.02693798,0.024367942,0.0025700387
EIF5,0.071928814,0.06935937,0.0025694445
POLR2H,0.04296407,0.040400263,0.002563808
RER1,0.057773177,0.055214904,0.0025582723
TMPRSS11D,0.026653975,0.024095898,0.0025580768
TOR1AIP1,0.02401509,0.021458702,0.0025563873
ENSG00000253154,0.04916833,0.04661398,0.0025543496
CNIH1,0.051065855,0.04851222,0.0025536343
DDX41,0.031524826,0.028973285,0.0025515407
ZNF598,0.03631745,0.033767972,0.002549477
VAMP3,0.048228815,0.045681372,0.002547443
TIMMDC1,0.03364317,0.031101497,0.0025416743
MYO1C,0.051386025,0.04885187,0.0025341548
TEAD2,0.056518637,0.053984884,0.0025337525
MFSD5,0.026114175,0.02358498,0.0025291946
PYCR2,0.031301744,0.02878303,0.0025187135
OGA,0.043010853,0.040493503,0.00251735
UBE2I,0.0905591,0.08804847,0.0025106296
C1orf198,0.023231698,0.02072437,0.002507329
SEMA3C,0.033295523,0.030788766,0.0025067572
HMG20B,0.07108651,0.06858026,0.0025062487
REEP4,0.033137795,0.030633947,0.0025038477
RAB25,0.025205864,0.022702629,0.002503235
NTPCR,0.03779315,0.035291024,0.0025021248
CDC34,0.03499982,0.032507934,0.0024918877
SPINK6,0.025741838,0.023250828,0.0024910104
CAPG,0.100942396,0.09845246,0.0024899393
TWSG1,0.022745498,0.020256171,0.0024893265
SS18,0.049291816,0.0468039,0.0024879165
ATXN1,0.028962877,0.026478315,0.0024845619
PCNX1,0.027237775,0.024753978,0.0024837963
TMEM33,0.035929363,0.033446968,0.0024823956
RSRP1,0.022935243,0.020454152,0.0024810918
UBQLN1,0.04534546,0.04286649,0.0024789684
RAB11B,0.052098982,0.049624067,0.0024749152
UGDH,0.02733629,0.024861803,0.0024744868
GLIS2,0.03680139,0.03432717,0.0024742186
SERPINH1,0.06413193,0.06166256,0.002469372
IGSF9,0.037187617,0.03472612,0.0024614967
SAP30BP,0.024999905,0.022542275,0.00245763
GPNMB,0.031409964,0.028955689,0.0024542753
DYNC1H1,0.047315706,0.04486939,0.0024463162
B4GALT3,0.030459609,0.028015822,0.0024437867
WDR33,0.023782017,0.02133955,0.002442466
MIR4435-2HG,0.02458624,0.022144038,0.0024422016
PSEN1,0.031097213,0.028663492,0.002433721
KLF13,0.036377296,0.033943962,0.0024333335
ARID1A,0.046264865,0.043832622,0.002432242
EPCAM,0.025037142,0.022607094,0.0024300478
ODC1,0.042683765,0.04025381,0.0024299547
VEZF1,0.025003627,0.022576023,0.002427604
TIMM9,0.024343679,0.021917237,0.0024264418
TPM2,0.023725154,0.02129952,0.0024256334
PEDS1,0.047374636,0.044950277,0.0024243593
IGF2R,0.0379702,0.03554832,0.002421882
MYO18A,0.026743032,0.024323167,0.0024198648
ANKLE2,0.04763434,0.04521453,0.0024198107
NIPAL4,0.030000687,0.027586427,0.00241426
CDCA4,0.02307174,0.020658372,0.0024133679
TRIM56,0.030510234,0.02810089,0.0024093445
MBD6,0.02345238,0.021046093,0.002406288
ZNF644,0.026947126,0.024540944,0.0024061818
IARS2,0.03696686,0.03456823,0.0023986287
PSMD2,0.09064293,0.08824517,0.0023977607
SCO2,0.07871753,0.07632409,0.0023934394
AFDN,0.04006764,0.03767607,0.0023915693
PCGF2,0.030377572,0.027986566,0.0023910068
SIRPA,0.04152263,0.03913315,0.0023894794
PRKAR1B,0.022732235,0.020342853,0.0023893826
PCNX4,0.025707437,0.02331885,0.0023885872
FURIN,0.037891444,0.035505563,0.0023858808
TRAPPC8,0.026846536,0.024461033,0.0023855027
ANKFY1,0.02318868,0.020806067,0.0023826137
VPS41,0.030643303,0.028260766,0.0023825374
TRAPPC6B,0.024768706,0.022391,0.0023777056
SIAH1,0.042218853,0.03984227,0.0023765825
CSRP1,0.03295064,0.030576495,0.0023741443
FERMT1,0.04566988,0.04329892,0.002370961
KLHDC2,0.030994935,0.028626623,0.0023683123
MED21,0.042616144,0.040248368,0.002367776
GPI,0.07925159,0.07689549,0.002356097
C1D,0.023029514,0.02067522,0.002354294
NUFIP2,0.050414752,0.048061,0.002353754
UBE2R2,0.052359004,0.050005656,0.0023533478
SEM1,0.10480661,0.102455445,0.0023511648
CRKL,0.03430996,0.03195924,0.0023507215
SMG1,0.028769808,0.026423559,0.0023462493
CHMP2A,0.034916468,0.032572642,0.002343826
AFTPH,0.024961801,0.02261925,0.002342552
INTS15,0.026796618,0.024455888,0.0023407303
MGAT4B,0.043991864,0.041651987,0.0023398772
CUX1,0.046337582,0.04400061,0.0023369715
DBNL,0.04677832,0.044441395,0.0023369268
THRAP3,0.055627897,0.053292416,0.0023354813
VPS28,0.039471153,0.037137847,0.0023333058
USP34,0.040671777,0.0383391,0.0023326762
TM2D3,0.027429698,0.025097078,0.0023326203
GNA13,0.026361594,0.024030186,0.0023314077
BCL7C,0.037751794,0.03542278,0.0023290142
SZRD1,0.027843464,0.025514528,0.002328936
RBCK1,0.052635767,0.050308313,0.0023274533
TBCA,0.09482077,0.09249573,0.0023250356
DUOX1,0.033599276,0.031277284,0.002321992
IFI44,0.029662827,0.027341375,0.002321452
BLOC1S6,0.029436002,0.02711528,0.0023207217
MCUB,0.030746821,0.028427592,0.0023192298
ARHGAP23,0.059618913,0.057303373,0.0023155399
UBE3C,0.031115921,0.028807942,0.0023079794
ARL2BP,0.04155351,0.0392472,0.0023063086
ADAMTS4,0.05006158,0.04775666,0.002304919
TMEM127,0.05105657,0.048752476,0.0023040958
WDR43,0.037367318,0.035064653,0.0023026653
NFE2L1,0.06400815,0.061706703,0.0023014434
RAB3GAP2,0.026787477,0.024487901,0.0022995751
AFF4,0.029084228,0.026788274,0.0022959542
YIPF4,0.033359703,0.031065,0.0022947025
TLK1,0.023207668,0.020913955,0.0022937134
PITPNA,0.040089525,0.03779796,0.002291564
LIMK2,0.04198142,0.03969077,0.0022906512
SBNO2,0.0313389,0.029058559,0.0022803415
ARIH1,0.034427725,0.03215153,0.0022761934
VWA1,0.02246192,0.020189341,0.002272578
